,dt,user,lon,lat
3336,655.0,7.0,0.9771247735628463,0.09098890522313319
4126,655.0,9.0,0.7642244863359112,0.17144001089036465
5700,655.0,12.0,1.0620103850589353,0.21238408249098317
1662,656.0,4.0,0.3546813171850427,0.3590115205031992
2354,656.0,5.0,0.506252130416761,0.4547143046013765
6686,656.0,14.0,0.5181834014652671,0.8697849300049361
8642,656.0,18.0,0.22418665699660778,0.8831005416983586
9195,656.0,19.0,0.1262925630513292,0.2391248874976153
3337,657.0,7.0,0.977304816842971,0.0909720575977584
4670,657.0,10.0,0.7970210772210647,0.3149989377295168
8163,657.0,17.0,0.9912291113876834,0.04070433065484402
136,658.0,1.0,0.7633297076606832,0.7989371732802701
1143,658.0,3.0,0.4739453626765755,0.4832341083303502
7643,658.0,16.0,0.5666021809213402,0.3297499782561265
9196,658.0,19.0,0.12611956056986862,0.23904299630362935
5173,659.0,11.0,0.5467958642260287,0.0702805098155912
7169,659.0,15.0,0.31003480829741004,0.3816194988369074
2355,660.0,5.0,0.5066586527205806,0.454760991802042
2737,660.0,6.0,0.4797396251275705,0.26236543876340057
3338,660.0,7.0,0.9776501512536384,0.09099074924183093
9683,660.0,20.0,0.15421179844884914,0.15465848148508
1663,661.0,4.0,0.353796523486255,0.359094333706534
5174,661.0,11.0,0.5468312358574126,0.07014698609806858
6144,661.0,13.0,0.9899872779161928,0.5583948832053598
3740,662.0,8.0,1.0362052852126378,0.49203177030991563
667,663.0,2.0,0.7353873790237248,0.09808007651826423
5701,663.0,12.0,1.0629168878869373,0.21245164063054578
6687,663.0,14.0,0.5175890407113732,0.8699803121678646
7170,663.0,15.0,0.30935419775988104,0.38171630981853866
8164,663.0,17.0,0.9902590737336412,0.04076551854799626
9684,663.0,20.0,0.1538402286812548,0.15483676456553863
2738,665.0,6.0,0.4791513831629919,0.26235563193668987
3339,665.0,7.0,0.9783217093357421,0.09107750193965636
5175,665.0,11.0,0.5469101095662567,0.06984976381160579
9685,665.0,20.0,0.15356882265656036,0.15496064909441398
2356,666.0,5.0,0.5073255169369083,0.45481891075295733
8165,666.0,17.0,0.9898434151553646,0.04077348135600922
9197,666.0,19.0,0.12555353064869457,0.23876639349896855
2739,667.0,6.0,0.4789352976992296,0.26234440018644
5702,667.0,12.0,1.0632084104792434,0.21238466922420518
8643,667.0,18.0,0.2234962396323681,0.882795608060978
668,668.0,2.0,0.7346240391018927,0.09824209870657008
1144,668.0,3.0,0.4727040028168705,0.48344030314837005
3340,668.0,7.0,0.9786655350038387,0.09112720662546359
3741,668.0,8.0,1.03572164939964,0.4920778707773591
1664,669.0,4.0,0.35233698268699487,0.3593008638006807
2357,669.0,5.0,0.5076522435225349,0.45485436620337294
3341,669.0,7.0,0.9787568139293767,0.09114271314633093
9198,669.0,19.0,0.12548370939527564,0.23865022032101102
4127,670.0,9.0,0.762726975515284,0.1708876434713602
7171,670.0,15.0,0.30815893836761954,0.38185519795409106
2358,671.0,5.0,0.5078710111953121,0.45486576559168623
3342,671.0,7.0,0.9788737414786197,0.09119476476502619
3742,671.0,8.0,1.035457451811673,0.49209773588787564
2359,672.0,5.0,0.5079756173468929,0.4548703756384306
3743,672.0,8.0,1.035372626951577,0.4921066207052375
137,673.0,1.0,0.7614123473101936,0.7990536817343545
1665,673.0,4.0,0.35160448816883405,0.3594358124417425
2360,673.0,5.0,0.5080832409836155,0.4548770811609678
2740,673.0,6.0,0.4783554376378225,0.262312884230515
3343,673.0,7.0,0.9789218536028244,0.09126651385617457
5703,673.0,12.0,1.063323410190757,0.21216958958882348
6145,673.0,13.0,0.9905545651228426,0.557741010938948
9199,673.0,19.0,0.12517190259729438,0.23854511125523992
669,674.0,2.0,0.7335368224415123,0.09840596491357367
3344,674.0,7.0,0.9789326662579156,0.09129995764982901
3744,674.0,8.0,1.0352076710971612,0.4921414894224311
3345,675.0,7.0,0.978931660429535,0.09133633510959349
4671,675.0,10.0,0.7949385933780958,0.31582137006870825
2741,676.0,6.0,0.47807347041513193,0.26227659058978225
7172,676.0,15.0,0.30721857265080454,0.3820210758178558
8166,676.0,17.0,0.9884930905544296,0.04088781051526902
1666,677.0,4.0,0.350834358905433,0.3595459506494165
2361,677.0,5.0,0.5084203611291748,0.45491278806847857
3745,677.0,8.0,1.0350013086410779,0.49222421880673417
5704,677.0,12.0,1.063326343856867,0.21200513664859788
9200,677.0,19.0,0.12482464034889751,0.23848266607661195
5176,678.0,11.0,0.5475037997678969,0.06906857043601833
9686,678.0,20.0,0.15208606398551505,0.1556392479751818
6688,679.0,14.0,0.5157174455522002,0.8703990720503147
1145,680.0,3.0,0.47113415617187293,0.4836948615476897
2362,680.0,5.0,0.5086727402336698,0.4550713736764841
2742,680.0,6.0,0.47768916015471685,0.26227005270530845
3346,680.0,7.0,0.9788159901657678,0.09162576222610674
3746,680.0,8.0,1.034717665037753,0.49226503867517957
5705,680.0,12.0,1.0633758809046108,0.2118608840950157
9201,680.0,19.0,0.12464568671618514,0.23839289589364476
138,681.0,1.0,0.7606459899032197,0.7991326392622304
670,681.0,2.0,0.7321161736729681,0.09857050167283099
2363,681.0,5.0,0.5087736583478552,0.45513113664609717
6146,681.0,13.0,0.9899041294367311,0.5576319623786863
7644,682.0,16.0,0.5648268938296082,0.3291215869753562
8167,682.0,17.0,0.9876300059848562,0.04096928261409638
2743,683.0,6.0,0.4772864097073244,0.26229846735706
5177,683.0,11.0,0.5470674378887865,0.0689589351425346
671,684.0,2.0,0.7315704279574692,0.0986827353562979
2364,684.0,5.0,0.5089427213348251,0.4553229984096937
2744,685.0,6.0,0.4770654627397226,0.2623133033256736
1667,686.0,4.0,0.3490395419793113,0.35979003166977175
2365,686.0,5.0,0.5089718065388303,0.45544529037696646
3347,686.0,7.0,0.9787061034151889,0.09197545522642336
6147,686.0,13.0,0.9893808472217319,0.5576707705903705
9202,686.0,19.0,0.12428157684241348,0.23821746266026445
3348,687.0,7.0,0.9786838075527526,0.09203329035830699
5178,687.0,11.0,0.5466118814514134,0.0689818177381929
7173,687.0,15.0,0.30578007042850497,0.3825627982198324
2366,688.0,5.0,0.5090164820827346,0.4555539198420696
3349,688.0,7.0,0.9786622660616018,0.09208978438568316
9203,688.0,19.0,0.12416213472221904,0.238162812651586
9687,688.0,20.0,0.15110471076219123,0.15606161207599567
6689,689.0,14.0,0.5144286441205443,0.8706046801351126
8168,689.0,17.0,0.9865573738359943,0.04106659650991795
1668,690.0,4.0,0.34834158090221723,0.3599993277919651
3350,690.0,7.0,0.9786361145237066,0.09219757566046916
5706,690.0,12.0,1.0636706724391538,0.21161185775178926
2745,691.0,6.0,0.4764529132559465,0.2623476691286769
3747,691.0,8.0,1.0336758782925624,0.4923889232040549
5179,691.0,11.0,0.5461901879028532,0.06901568062700592
9688,691.0,20.0,0.15081092505602878,0.1561718341027014
2367,692.0,5.0,0.5093007124192815,0.4557367291502409
2746,692.0,6.0,0.47635886830236185,0.26235328500380184
3351,692.0,7.0,0.9786061073103525,0.09231299446714125
3748,692.0,8.0,1.0335820847960728,0.49239990349720963
6690,692.0,14.0,0.5140368739663066,0.8706880800716694
7174,692.0,15.0,0.30513960920716765,0.38279975462249183
3352,693.0,7.0,0.9785899302372314,0.09236890176129542
8644,693.0,18.0,0.2217947132885456,0.8821651213044148
2747,694.0,6.0,0.47617706482257116,0.26236862388660576
3353,694.0,7.0,0.9785709871360637,0.09242112101805411
3749,694.0,8.0,1.0334027958872336,0.49242387574028024
4672,694.0,10.0,0.7926683549040844,0.3167468159978779
8169,694.0,17.0,0.985764948710157,0.04116181492994664
9689,694.0,20.0,0.1505420336022858,0.15627057292206215
1146,695.0,3.0,0.4691367486460951,0.4838074305072835
2368,695.0,5.0,0.5093611459411483,0.4559148445926361
2748,695.0,6.0,0.4760841933354305,0.262377089608809
3354,696.0,7.0,0.9786086218813039,0.09252949902606211
6691,696.0,14.0,0.5134290183483066,0.8707770120643195
139,697.0,1.0,0.7585015637958131,0.7993604593904329
3355,697.0,7.0,0.9786921894559242,0.09257216291320525
3750,697.0,8.0,1.0331491594972628,0.4924564813436175
5707,697.0,12.0,1.0640749316291171,0.21166801650303857
9690,697.0,20.0,0.1502959409251694,0.15635707416279243
6692,698.0,14.0,0.5131079076378049,0.8707936082325991
9204,698.0,19.0,0.12358721998368316,0.23795075050134606
672,699.0,2.0,0.7294077293011486,0.09938597703239005
3356,699.0,7.0,0.9788927683988191,0.09263050095927916
3357,700.0,7.0,0.9790023198732711,0.09264952787947855
2369,701.0,5.0,0.5095188933588367,0.45633343683702277
5180,701.0,11.0,0.5453848546461317,0.06903797648944221
1669,702.0,4.0,0.34643805069196065,0.3606842969191433
3358,702.0,7.0,0.9792230153837778,0.09267299720835886
4673,702.0,10.0,0.79186092617157,0.31690548542491515
7175,702.0,15.0,0.30390252411808016,0.3832733321516838
8170,702.0,17.0,0.9845102616244092,0.04140723705480931
3359,703.0,7.0,0.9793352490672447,0.09268598915827475
8645,703.0,18.0,0.22101092152297497,0.8818796336823922
4128,704.0,9.0,0.759687362149157,0.16983529552817345
6148,704.0,13.0,0.9877713541747329,0.5577662404674943
9205,704.0,19.0,0.12323467713628822,0.2378121138228888
3751,705.0,8.0,1.032440218127014,0.492544994241109
1147,706.0,3.0,0.46756924893398555,0.4839529403463414
2370,707.0,5.0,0.5102277509100538,0.45673040377122687
5708,707.0,12.0,1.0648464858160573,0.21173071313876168
6693,707.0,14.0,0.5119600059984626,0.8708200950466212
673,708.0,2.0,0.7283891604277432,0.09978520708045047
2371,708.0,5.0,0.51039907701088,0.4567756660483532
3360,708.0,7.0,0.979915612042842,0.092759246991994
140,709.0,1.0,0.7567532664322935,0.7996710089029384
2372,709.0,5.0,0.5105883403844934,0.45679670462531374
3361,709.0,7.0,0.9800206372895814,0.09277349622738562
8171,709.0,17.0,0.9833326880478397,0.04155727312157986
2749,710.0,6.0,0.474673351393597,0.26243064997007515
4674,710.0,10.0,0.7912446886503984,0.31723162527731974
5709,710.0,12.0,1.0650560333953458,0.21176214527565496
9691,710.0,20.0,0.14921216084508937,0.1567049231444113
2373,711.0,5.0,0.5109652745701175,0.456817827021306
2750,711.0,6.0,0.47457385820295084,0.26243458946456577
5181,711.0,11.0,0.5440899344251606,0.06918264813818298
8172,712.0,17.0,0.982805131062223,0.04161535971055863
9692,712.0,20.0,0.14903840399234336,0.15675622039182113
2751,713.0,6.0,0.47438761231447923,0.262443055186769
7645,713.0,16.0,0.561665994324589,0.32799095205654727
2752,714.0,6.0,0.47429524374152887,0.2624455697577205
3362,714.0,7.0,0.9805165945002414,0.09283082844507895
9206,714.0,19.0,0.12258575019274764,0.23758479660887666
674,715.0,2.0,0.7276255690488159,0.10008293228110354
3363,715.0,7.0,0.9806201948234416,0.09284231165242396
6694,715.0,14.0,0.5108960910288991,0.8709266290359314
1148,716.0,3.0,0.46604743059416087,0.48412250624750164
1670,716.0,4.0,0.34453971726167043,0.3614479721171022
3364,716.0,7.0,0.9807231245943882,0.09285429777395926
7176,716.0,15.0,0.3022392192527199,0.3839914936154213
2374,717.0,5.0,0.5120623818762403,0.45684414619726466
3365,717.0,7.0,0.9808273954698421,0.09286754118097029
6695,717.0,14.0,0.5106189014910163,0.8709555466018732
141,718.0,1.0,0.75531945807577,0.7998208773316455
2375,718.0,5.0,0.5122454426415067,0.45684456529242323
3366,719.0,7.0,0.9810410501816846,0.09288782538664542
5710,720.0,12.0,1.0657313633338767,0.21183389436680333
7177,720.0,15.0,0.30172976717795374,0.3842066570698347
9693,721.0,20.0,0.14812771021275561,0.15699468553705143
2753,722.0,6.0,0.4736402818277048,0.2625018123280015
4675,722.0,10.0,0.7899715613776733,0.3176425061707886
2754,723.0,6.0,0.4735717178597616,0.26250851785053875
3367,723.0,7.0,0.9813763263085462,0.0930129672009965
3752,724.0,8.0,1.030384556374194,0.4927461599172259
5182,724.0,11.0,0.5421724902556393,0.06956469528474174
1149,725.0,3.0,0.4646774085207728,0.4843691018388083
2755,725.0,6.0,0.47344188217963445,0.2625251140188184
5711,725.0,12.0,1.065766902603324,0.2119763867207195
6696,725.0,14.0,0.5094534816740455,0.8710640922479447
2376,726.0,5.0,0.513802716431747,0.45687616506737994
2756,726.0,6.0,0.47338295740033853,0.26253257391264107
4129,726.0,9.0,0.7583990636316914,0.16928410157561302
142,727.0,1.0,0.7540372783476196,0.8001660441042495
1671,727.0,4.0,0.34330816422867616,0.36203998593810804
2377,727.0,5.0,0.5140016189940076,0.45688664244634436
3368,727.0,7.0,0.9817260193088628,0.09322217950415812
5183,727.0,11.0,0.5417271597401354,0.06968950182296596
6149,727.0,13.0,0.9849650091738699,0.5583467710811552
8173,727.0,17.0,0.9806030374609962,0.04222363442371724
9694,727.0,20.0,0.14737828425018829,0.15711789951367305
2378,728.0,5.0,0.5141991804517608,0.4569070942900829
6697,728.0,14.0,0.5090001045314969,0.8711148865811642
9207,729.0,19.0,0.12153801229630523,0.23720559930939622
9695,729.0,20.0,0.14713319740145248,0.1571546122495644
2379,730.0,5.0,0.5145856700070005,0.4569575533471756
3753,730.0,8.0,1.0296865114780682,0.4927367721856738
4676,730.0,10.0,0.789050725495248,0.31786722499481757
675,731.0,2.0,0.7260044251564085,0.10083981813749354
3369,731.0,7.0,0.9817976007619478,0.09347589971316062
7178,731.0,15.0,0.30017894745315554,0.384684844645771
8174,731.0,17.0,0.9800397735678688,0.04241004795025227
3370,733.0,7.0,0.981827272699175,0.09356843592417441
3754,733.0,8.0,1.029284850678088,0.4927570563913489
3371,734.0,7.0,0.9818626443305589,0.09360514866006575
4677,734.0,10.0,0.788565664758711,0.31796395215741713
6150,734.0,13.0,0.9840301755131481,0.5586337674457487
1150,735.0,3.0,0.46310848388512404,0.48455769466016796
8646,735.0,18.0,0.21788564510643482,0.8807959374213439
2380,736.0,5.0,0.5156727190293174,0.457055202519124
3372,736.0,7.0,0.9819706032434083,0.0936838547308465
3755,736.0,8.0,1.0288371732296961,0.49273585017632493
5712,736.0,12.0,1.0655597857759553,0.21246563840884225
6698,736.0,14.0,0.5077625165282191,0.8712919961951788
2757,737.0,6.0,0.4732934386744665,0.262550846461555
1672,738.0,4.0,0.3418517247335895,0.3624855679107071
2381,738.0,5.0,0.5160266868002515,0.4570748161725454
6699,738.0,14.0,0.5074652942417563,0.8713643320195492
3756,739.0,8.0,1.0284157311382311,0.4926251252354289
4678,739.0,10.0,0.7880067594552328,0.3180994875317009
5713,739.0,12.0,1.0655033755676109,0.21260301780182378
9208,739.0,19.0,0.12081599515710884,0.2369451735778565
9696,739.0,20.0,0.14601044147162479,0.15734546818478035
676,740.0,2.0,0.7250248321327507,0.10117526190241855
2382,740.0,5.0,0.5163741166867118,0.45708529355150984
1673,741.0,4.0,0.3415333800511344,0.36253292566362627
2383,741.0,5.0,0.5165484602726799,0.4570876404843979
3757,741.0,8.0,1.0281216939749735,0.4925636020661498
143,742.0,1.0,0.7521608216846071,0.8008397814811778
3373,742.0,7.0,0.9822046259799577,0.094002953784587
5184,742.0,11.0,0.5397233819679472,0.0703142888853725
7179,742.0,15.0,0.2993172039880896,0.38502305443874263
2384,743.0,5.0,0.51690125457717,0.45709015505534933
3758,743.0,8.0,1.027859759500863,0.49249520573627004
3759,744.0,8.0,1.0277770301165599,0.49242823432992944
4679,744.0,10.0,0.7874964691901495,0.3181838932966383
5714,744.0,12.0,1.0654177125171977,0.2128215340175058
9697,744.0,20.0,0.14534332579820197,0.15746080317242073
3760,746.0,8.0,1.027745178884508,0.49227249856900224
4130,746.0,9.0,0.7574220689980168,0.16881915740668774
9698,746.0,20.0,0.14505507214813274,0.15747773461682724
1151,747.0,3.0,0.4615289980514792,0.48491099187884834
2758,747.0,6.0,0.4732934386744665,0.262550846461555
3374,747.0,7.0,0.9823346292981483,0.09434242086303435
3761,747.0,8.0,1.027753728425743,0.4921890986324454
5715,747.0,12.0,1.0653784013913232,0.21293837774771707
9209,747.0,19.0,0.12014862802659088,0.23670335567135758
3375,748.0,7.0,0.9824078871318676,0.094413499401929
6700,749.0,14.0,0.50575429634735,0.8715942476235445
7646,749.0,16.0,0.5580171842359545,0.3266123804419242
1674,750.0,4.0,0.34085075785684427,0.3629065070879818
2759,750.0,6.0,0.4732934386744665,0.262550846461555
3762,750.0,8.0,1.0277056163015383,0.4919053712100888
7180,751.0,15.0,0.29820190795208457,0.38537610020032786
2385,752.0,5.0,0.5185362286098104,0.4570446413211279
3376,752.0,7.0,0.9828743400433637,0.09466135227871142
5716,752.0,12.0,1.0654630586133558,0.21307751734036462
6701,752.0,14.0,0.5052924534825982,0.871639761357766
8175,752.0,17.0,0.9773563910865322,0.04345845639894841
2386,753.0,5.0,0.5187220554031234,0.4570365108750515
3763,753.0,8.0,1.0275154309185761,0.49161535736035356
4680,753.0,10.0,0.786583931391864,0.318388076457897
2387,754.0,5.0,0.518905367625485,0.45702754223865794
3377,754.0,7.0,0.9831875717648841,0.0947500328142663
3378,755.0,7.0,0.9833573053041078,0.09477903419923983
3764,755.0,8.0,1.0272853476765174,0.4914474678398276
5185,755.0,11.0,0.5378900921062681,0.07061804905630908
2388,756.0,5.0,0.5192606765009266,0.4570132930032663
2760,756.0,6.0,0.47317173344041574,0.26256626916339065
3379,756.0,7.0,0.9835277932146169,0.09479822875750266
6702,756.0,14.0,0.5047184607534112,0.8717305373691138
677,757.0,2.0,0.7234330249014437,0.10170969204863589
1152,757.0,3.0,0.4604846967353371,0.48530577951822784
2389,757.0,5.0,0.5194290689356428,0.45701505320293234
3380,757.0,7.0,0.9837049866476633,0.09481113688838683
6151,757.0,13.0,0.980692250213146,0.5592820238370355
7181,757.0,15.0,0.29756094381655696,0.38556871633520984
9210,757.0,19.0,0.11926819291745239,0.23639699711043782
2390,758.0,5.0,0.5195867325342994,0.45703148173314856
3765,758.0,8.0,1.0268368320378083,0.49124496105920323
4131,758.0,9.0,0.7566946874407906,0.16848212108016014
5186,758.0,11.0,0.537482228697941,0.0706366568813499
9699,758.0,20.0,0.1436946054443602,0.15752894804520534
3766,759.0,8.0,1.0266988659116048,0.4911754750819112
4681,759.0,10.0,0.78604086788538,0.31854775171331484
2761,761.0,6.0,0.4728612677469419,0.26260013205220367
3767,761.0,8.0,1.0264267055156249,0.4910356649370099
678,762.0,2.0,0.7228446152988016,0.10190499039253276
1675,762.0,4.0,0.33962993365990957,0.36327279625657805
2391,762.0,5.0,0.5201970189042192,0.45721932018322275
6703,762.0,14.0,0.5039683642385901,0.8719391629390534
2392,763.0,5.0,0.5203898864961963,0.45725477563363837
3768,763.0,8.0,1.0261715603830832,0.49088847871731767
7182,763.0,15.0,0.2968978514566565,0.3857262961148348
2393,764.0,5.0,0.5205954945809942,0.45729073399824427
3769,764.0,8.0,1.0260481787683982,0.49081706490229615
8176,764.0,17.0,0.976529767795755,0.04390311636219857
9700,764.0,20.0,0.14298105402736705,0.15759449452800678
1676,765.0,4.0,0.33936581989097436,0.363343790976441
2762,765.0,6.0,0.47254342597867716,0.2626993737857547
6704,765.0,14.0,0.5036117142586412,0.8720542464695986
2394,766.0,5.0,0.5210124104447466,0.45739408286434935
2763,766.0,6.0,0.4724505544915365,0.2627152994017806
3770,766.0,8.0,1.0257945423784274,0.4906698786826039
7183,766.0,15.0,0.2965849550112629,0.3857923455118265
9701,766.0,20.0,0.14271870045809787,0.15762047842783855
2395,767.0,5.0,0.5212222094811302,0.457465748136466
3771,767.0,8.0,1.0256763575437087,0.4906005603433753
7647,767.0,16.0,0.5560224589191916,0.3259845758943759
2396,768.0,5.0,0.5214188489295345,0.45753841923696326
6152,768.0,13.0,0.9790027099908588,0.5591727238196786
5187,769.0,11.0,0.5359464963988516,0.07050589919187389
5717,769.0,12.0,1.0666220243648845,0.21321967441815393
8647,769.0,18.0,0.21482004784047604,0.8795855906033736
2397,770.0,5.0,0.5217787678517204,0.45769365208370016
3381,770.0,7.0,0.9859939167657472,0.09487995231342516
2398,771.0,5.0,0.5219335816032987,0.45777956659120844
2764,771.0,6.0,0.4719518312528299,0.2627728830765691
3382,771.0,7.0,0.9861815037587263,0.09488707693112097
6705,771.0,14.0,0.5029622844009103,0.8722948070906218
1677,772.0,4.0,0.3386325710015281,0.36351738019112356
2399,772.0,5.0,0.5220481622196537,0.4578793950579815
2765,772.0,6.0,0.47185393062378633,0.2627847853790727
4682,772.0,10.0,0.7847840853238394,0.3188372626488598
5718,772.0,12.0,1.0668865572289783,0.21320961613434808
7184,773.0,15.0,0.2959102956249857,0.38593911263636016
9702,773.0,20.0,0.1418471501663212,0.15769465827090667
2400,774.0,5.0,0.5221964380867582,0.4581006773017101
7648,774.0,16.0,0.5552471328758242,0.32579807854880916
2401,775.0,5.0,0.5222341566510301,0.4582215443454437
3383,775.0,7.0,0.9869267387697078,0.09492437640023432
8177,775.0,17.0,0.9761146121316686,0.044032532947167136
1678,776.0,4.0,0.33819620912241777,0.3636112575066448
2402,776.0,5.0,0.5222627389408451,0.4583352029524498
9211,776.0,19.0,0.11756021250818782,0.23573398856956906
2403,777.0,5.0,0.5223020500667196,0.45845531562489794
3384,777.0,7.0,0.9872748392084219,0.09496846521091662
5188,778.0,11.0,0.5346857743428204,0.07030196748771034
679,779.0,2.0,0.721446178573662,0.10231067450603526
5719,779.0,12.0,1.0673784073070842,0.21325697388726728
9703,779.0,20.0,0.14106939337103408,0.1577661559049599
1153,780.0,3.0,0.4582009633972195,0.4861848735228589
2766,780.0,6.0,0.47105035756673086,0.26288545203616287
3772,780.0,8.0,1.0241742366763371,0.48982808414708623
1679,781.0,4.0,0.33765649837720235,0.36372642485622175
2404,781.0,5.0,0.5225541777141195,0.4589310724489145
4683,781.0,10.0,0.7838437196070244,0.3190359137540253
144,782.0,1.0,0.747742049970635,0.8025878273876024
2405,782.0,5.0,0.5226405113167863,0.4590443957797937
7185,782.0,15.0,0.2952201297178412,0.3860532741575565
680,783.0,2.0,0.7211166021409571,0.1023833456065325
2406,783.0,5.0,0.5227210614062648,0.4591650113664322
3773,783.0,8.0,1.0238164970489758,0.4896765393377448
6153,783.0,13.0,0.9768861956210134,0.5587748348761257
3774,784.0,8.0,1.0236948756339568,0.48962624791871556
2407,785.0,5.0,0.5228621288366418,0.4593873832575731
5189,785.0,11.0,0.533736104713485,0.07009275518454872
7186,785.0,15.0,0.2949665771469021,0.38611387531748675
2408,786.0,5.0,0.5229508931912284,0.4594950068942957
3775,786.0,8.0,1.023607033288719,0.48950529705595025
5720,786.0,12.0,1.067842010371502,0.21332796860713021
1680,787.0,4.0,0.3370720282690509,0.3638257504088045
2409,787.0,5.0,0.5230479556299549,0.45960053505522536
4132,787.0,9.0,0.7548634930549044,0.16781182028353214
681,788.0,2.0,0.7207095769229471,0.10246967920919936
2767,788.0,6.0,0.470227170856254,0.2629973504435029
6706,789.0,14.0,0.5010198621599378,0.873010705440503
9704,789.0,20.0,0.13969585089831393,0.15794670209927486
3385,790.0,7.0,0.9893590832510568,0.09511179575514994
1681,791.0,4.0,0.3367054038243278,0.36391535295370825
3776,791.0,8.0,1.0234170155438203,0.4892566898078824
8178,791.0,17.0,0.9744633772068754,0.04447861783395646
682,792.0,2.0,0.7203934115353167,0.1025297774549393
5190,792.0,11.0,0.532851394833729,0.06992235109307132
8648,792.0,18.0,0.212708730250597,0.878903974237464
9705,792.0,20.0,0.1392949444696192,0.1580460276518576
2410,793.0,5.0,0.5237433183170658,0.46018592717272566
2768,793.0,6.0,0.469708247230904,0.26305577230860855
3777,793.0,8.0,1.0233314363124388,0.4891880420209075
5721,793.0,12.0,1.068245179914053,0.21348236326354997
9212,793.0,19.0,0.11623235140775257,0.23522638051350064
2411,794.0,5.0,0.5238829608239036,0.46026924329025076
2769,794.0,6.0,0.4696074967547821,0.2630679260682073
4684,794.0,10.0,0.7825610369646837,0.31929918933264334
2412,795.0,5.0,0.5240191667504411,0.46035138594133185
145,796.0,1.0,0.7465477964067541,0.8030174837441755
2770,796.0,6.0,0.46940742072607744,0.26309164685418274
2413,797.0,5.0,0.5242764911778074,0.46052572952729987
3386,797.0,7.0,0.9904783187815525,0.09510425204229556
7187,797.0,15.0,0.2940060948624754,0.3863933279692259
8179,797.0,17.0,0.9740248360329404,0.04464290313611863
2414,798.0,5.0,0.5244132838375669,0.4606020048461609
9706,798.0,20.0,0.1384318599000458,0.15818206594033168
683,799.0,2.0,0.7198978734198153,0.1026512312318949
2415,799.0,5.0,0.5245607215143543,0.4606675513289623
3387,799.0,7.0,0.9908018602439739,0.09509754651975832
3778,799.0,8.0,1.0229740319612044,0.48903373118351945
8649,800.0,18.0,0.21197455935180187,0.878677495213769
3388,801.0,7.0,0.9911402376750089,0.09509008662593565
5722,801.0,12.0,1.0686288196222145,0.21384261746186273
2771,802.0,6.0,0.46872094285632837,0.2631649885069337
3389,802.0,7.0,0.9913246395447828,0.09508623095047675
3390,803.0,7.0,0.9915024197110511,0.09508195617985926
3779,803.0,8.0,1.0227336389782447,0.4889342379928733
1682,804.0,4.0,0.33552414221036275,0.3642413251680494
2416,804.0,5.0,0.5253580919630628,0.4609174158625059
8180,804.0,17.0,0.9733986240469947,0.0449672827888572
5191,805.0,11.0,0.531476343618438,0.06952831782497726
9707,805.0,20.0,0.1373929230019335,0.15830645338339733
3391,806.0,7.0,0.992043471560774,0.09505815157485209
4685,806.0,10.0,0.7811275638842871,0.3190973531042727
6707,806.0,14.0,0.49951078431293383,0.8736334808461483
5723,807.0,12.0,1.0687242894993383,0.21404529188055055
1154,808.0,3.0,0.455416830439761,0.4873447612837365
2417,808.0,5.0,0.5260908379383188,0.46101397538704203
3392,808.0,7.0,0.9923698628702737,0.09505907358420096
3780,808.0,8.0,1.02243046554053,0.4888272010893727
5192,808.0,11.0,0.5311859106735441,0.06943351850010715
7188,808.0,15.0,0.2930515637293005,0.38661150890878104
9708,808.0,20.0,0.1369294875755791,0.15835012309892105
684,809.0,2.0,0.7192147483113348,0.10278601223489325
2418,809.0,5.0,0.5262481662608486,0.46100861096901224
4133,809.0,9.0,0.753283001392879,0.16728417947888374
7649,809.0,16.0,0.5510673292212727,0.3248591377555333
6708,810.0,14.0,0.4992263025192918,0.8738042202137526
3393,811.0,7.0,0.9928034587213375,0.09517591731441222
3781,811.0,8.0,1.022273807770254,0.4887758200229312
7189,811.0,15.0,0.292773116905942,0.38667211006871127
8650,811.0,18.0,0.21091802045702934,0.8784057539129477
3394,812.0,7.0,0.9929625472435333,0.09522008994412623
3782,812.0,8.0,1.0222205826851147,0.4887577989311124
2772,813.0,6.0,0.4673701153412031,0.2631954148154464
3395,813.0,7.0,0.9931467814752437,0.09525395283293925
6154,813.0,13.0,0.9740945189507005,0.5580404125202354
9213,813.0,19.0,0.11447407957945877,0.23461944690484948
146,814.0,1.0,0.74481492174507,0.8035236668767047
3783,814.0,8.0,1.0220998832794446,0.4887303062887097
4686,814.0,10.0,0.7800797421688129,0.31902216743282397
2419,815.0,5.0,0.5269679202861887,0.46118127817434595
3396,815.0,7.0,0.9935502024748899,0.09531203942191802
5724,815.0,12.0,1.0689866430686075,0.21426087443012254
2420,816.0,5.0,0.527094738481174,0.4612121235780172
3397,816.0,7.0,0.9937380409249641,0.09535805607032977
3784,816.0,8.0,1.0219717239799517,0.4887094353498126
9709,816.0,20.0,0.13583296700267833,0.15859562904281543
2421,817.0,5.0,0.5272283460177284,0.46124598646683024
3398,817.0,7.0,0.9939167431005813,0.09541136497450076
7650,817.0,16.0,0.5502232715718987,0.3246783401041232
8181,817.0,17.0,0.9721454457038179,0.0453435464222276
2773,818.0,6.0,0.4666905944510864,0.2632209796201196
3399,818.0,7.0,0.9940868957349636,0.09547783346665106
3785,818.0,8.0,1.021841469204666,0.4886925877244378
1155,819.0,3.0,0.4543991835757044,0.4875553985104373
1683,819.0,4.0,0.334018249486564,0.3645631902498365
